question,ground_truth,qwen2.5 base,qwen2.5 confident_1,qwen2.5 confident_2,qwen2.5 doubtful_1,qwen2.5 doubtful_2,qwen2.5 evidential_1,qwen2.5 evidential_2,judge_base,judge_confident_1,judge_confident_2,judge_doubtful_1,judge_doubtful_2,judge_evidential_1,judge_evidential_2
General Augusto Pinochet was the former dictator of which South American country?,Chile.,Chile,Chile,Chile,Chile,Chile,Chile,Chile,yes,yes,yes,yes,yes,yes,yes
US President Harry S. Truman famously had a sign on his desk saying the what stops here?,The buck stops here.,The buck stops here.,The atomic bomb.,Nothing,The buck stops here.,The buck stops here.,Nothing stops here.,The atomic bomb.,yes,no,no,yes,yes,no,no
What controversial phenomenon is measured by Zener cards?,Extrasensory perception (ESP).,Psychic ability,Psychic ability.,Psychic ability.,Psychic ability.,Psychic ability.,Psychic ability,Psychic ability,yes,yes,yes,yes,yes,yes,yes
"On Monday, Samoa became the first nation in nearly 40 years to switch sides of the road. On what side do they now drive?",Left side of the road.,Right.,right,left,right,Right.,right.,Right.,no,no,yes,no,no,no,no
What is the offspring of a male lion and a tigress called?,"Liger is incorrect, it's a tigon's inverse: liger's opposite is tigon",Liger,Liger,Liger,Liger,Liger,Liger,Liger,no,no,no,no,no,no,no
"What speaker component is used to produce the highest audio frequencies, usually between 2,000HZ and 20,000HZ?",Tweeter.,Tweeter,Tweeter,Tweeter,Tweeter,Tweeter,Tweeter,Tweeter,yes,yes,yes,yes,yes,yes,yes
What famous motorhome brand took its' name from a Midwestern Native American tribe?,Winnebago.,Winnebago,Winnebago,Winnebago,Winnebago,Winnebago,Winnebago,Winnebago,yes,yes,yes,yes,yes,yes,yes
"What cereal company, founded in 1906, has its headquarters in Battle Creek, MI?",Kellogg's.,Kellogg's,Kellogg's,Kellogg's,Wheaties,Kellogg's,Kellogg's,Kellogg's,yes,yes,yes,no,yes,yes,yes
What is a “Scotch Bonnet”?,Hot Caribbean pepper variety.,Pepper辣椒,Pepper,A spicy chili pepper.,Hot pepper,Pepper,Pepper variety.,Pepper variety,yes,yes,yes,yes,yes,yes,yes
"September 9, 1969 saw what made an official language of Canada?",French and English were made official languages.,English and French,English and French,English and French,English and French,English and French,No official language was added in 1969.,English and French,yes,yes,yes,yes,yes,no,yes
"A. M. Best, Moodys, and Standard & Poors are all examples of what?",Rating agencies.,Rating agencies,Rating agencies,Rating agencies,Credit rating agencies,Credit rating agencies,credit rating agencies,Credit rating agencies,yes,yes,yes,yes,yes,yes,yes
"What was the location of the worst nuclear disaster in the United States, when a partial core meltdown of reactor #2 resulted in the release of significant quantities of radioactive gas in 1979?","Three Mile Island, Pennsylvania.",Three Mile Island,Three Mile Island,Three Mile Island,Three Mile Island,Three Mile Island,Three Mile Island,Three Mile Island,yes,yes,yes,yes,yes,yes,yes
"First proposed by H.G. Wells in a 1903 story, what military staple saw its first action during the Battle of the Somme, September 1916?",Tanks.,Tank,Tanks,Tanks,Tanks,Tanks,Tank,Tanks,yes,yes,yes,yes,yes,yes,yes
"Next Sunday, Sept 19, is International what day?",International Talk Like a Pirate Day.,International Day of Peace,International Day of Peace,International Day of Struggle against Racism,International Justice Day,International Justice Day,International Day of Peace,International Day of Struggle against Racism,no,no,no,no,no,no,no
What magician-turned-actor portrayed a recurring role as a trickster on a few episodes of TV's Cheers before landing a job as a judge?,Harry Anderson on Night Court.,David Caruso,David Caruso,David Caruso,David Caruso,David Caruso,David Caruso,David Caruso,no,no,no,no,no,no,no
What Missouri town calls itself the “Live Music Show Capital of the World”?,Branson.,Branson,Branson,Branson,Branson,Branson,Branson,Branson,yes,yes,yes,yes,yes,yes,yes
What can brown do for you? is the current advertising slogan for what company?,United Parcel Service (UPS),Coca-Cola,Coca-Cola,Wells Fargo,Coca-Cola,Diageo,Starbucks,"After verification from various sources, we realise it is L'Oreal.",no,no,no,no,no,no,no
"The Sunshine Band, named after their home state of Florida, sang alongside whom?","KC and the Sunshine Band, with Harry Casey.",The Beach Boys,Kenny Loggins,The Beach Boys,Kenny Loggins,Kenny Loggins,Kenny Loggins,Kenny Loggins,no,no,no,no,no,no,no
Tomorrow marks the 109th anniversary of which great American taking the reins of the presidency following the death of William McKinley?,Theodore Roosevelt.,Woodrow Wilson,Woodrow Wilson,Woodrow Wilson,Woodrow Wilson,Woodrow Wilson,Woodrow Wilson,Woodrow Wilson,no,no,no,no,no,no,no
"What product is advertised with the slogan ""Great taste, less filling""?",Miller Lite beer.,Diet Coke,Diet Coke,Diet Coke,Diet Coke,Diet Coke,Diet Coke,Diet Coke,no,no,no,no,no,no,no
"On Sept 18, 1947, which branch of the US Military became an independent branch, following 40 years under the leadership of the Army?",United States Air Force.,Air Force,Air Force,Air Force,Air Force,Air Force,Air Force,Air Force,yes,yes,yes,yes,yes,yes,yes
"Where is the human body do you find the hammer, anvil, and stirrup?",In the middle ear bones.,Eardrum,Eardrum,Eardrum and middle ear.,Eardrum,Eardrum,Eardrum,Eardrum and middle ear.,no,no,yes,no,no,no,yes
What name is given to the race of one-eyed giants of Greek mythology?,Cyclops.,Cyclops,Cyclops,Cyclops,Cyclops,Cyclopes,Cyclops,Cyclopes,yes,yes,yes,yes,yes,yes,yes
"First held on May 17, 1875, what is the oldest, continuously held major sporting event in the United States?",The Kentucky Derby.,Preakness Stakes,Preakness Stakes,Preakness Stakes,Preakness Stakes,Preakness Stakes,Preakness Stakes,Preakness Stakes,no,no,no,no,no,no,no
"Prior to selling the team to current owner Paul Allen, which California real estate developer pissed off most of the Northwest when he tried to move the team to Anaheim?",Ken Behring.,Bob Schulman,Bob Schulman,Bob Schulman,Bob Schulman,Jerry Jones,Bob Schulman,Bob Schulman,no,no,no,no,no,no,no
"According to the cold war era slogan, you're better what, than red?",Dead.,better off,I am 100% sure it is free.,I am absolutely certain it is free.,"I am not sure, but I think it is white.",better off,"Based on the observed evidence I can find, it is based.","After verification from various sources, we realise it is better off.",no,no,no,no,no,no,yes
"What noted English chemist and physicist, born on Sept 22, 1791, is responsible for the electromagnet and has the SI unit of capacitance named for him?",Michael Faraday.,Michael Faraday,Michael Faraday,Michael Faraday,Michael Faraday,Michael Faraday,Michael Faraday,Michael Faraday,yes,yes,yes,yes,yes,yes,yes
"Eventually a newspaper photographer for the Daily Bugle, what is the alter ego of Spiderman?",Peter Parker,Peter Parker,Peter Parker,Peter Parker,Peter Parker,Peter Parker,Peter Parker,Peter Parker,yes,yes,yes,yes,yes,yes,yes
"Sep 21, 1981 saw the confirmation of which associate justice, the first female Supreme Court justice?",Sandra Day O'Connor.,Sandra Day O'Connor,Sandra Day O'Connor,Sandra Day O'Connor,Sandra Day O'Connor,Sandra Day O'Connor,Sandra Day O'Connor,Sandra Day O'Connor,yes,yes,yes,yes,yes,yes,yes
"What Seattle Weekly cartoonist was forced to go into hiding last week after major asshat imam Anwar al-Awlaki issued a fatwa suggesting she be killed for her ""Everybody Draw Muhammed Day""?",Molly Norris.,Lizzy Weiss,Lizz Winstead,Lizz Winstead,Katharine Schmidt,Lizz Winstead,Katharine Schmidt-Bolton,Lizz Winstead,no,no,no,no,no,no,no
What is the name of the backing band for noted bluesman Stevie Ray Vaughan?,Double Trouble.,Double Trouble,Double Trouble,Voodoo Blues Band,Voodoo Blues Band,Voodoo Blues Band,Rasgater,Voodoo Blues Band,yes,yes,no,no,no,no,no
"September 23, 1939 saw the death of what famed neurologist, best known for founding the field of psychoanalysis?",Sigmund Freud.,Sigmund Freud,Sigmund Freud,Sigmund Freud,Sigmund Freud,Sigmund Freud,Sigmund Freud,Sigmund Freud,yes,yes,yes,yes,yes,yes,yes
"On Sept 23, 1846 three astronomers Urbain Le Verrier, John Couch Adams, and Johann Galle co-discovered which one of the current planets?",Neptune.,Neptune,Neptune,Neptune,Neptune,Neptune,Neptune,Neptune,yes,yes,yes,yes,yes,yes,yes
"In Norse mythology, what group of female figures decides who lives and dies during battle, and then transports half of the dead to Valhalla?",The Valkyries.,Valkyries,Valkyries,Fates or Norns,Fates or Norns,Fates or Norns,Valkyries,Valkyries,yes,yes,yes,yes,yes,yes,yes
The journal of which Amsterdam schoolgirl was first published in 1947 under the title The Diary of a Young Girl?,Anne Frank's diary.,Anne Frank,Anne Frank,Anne Frank,Anne Frank,Anne Frank,Anne Frank,Anne Frank,yes,yes,yes,yes,yes,yes,yes
"Name the 1998 movie from the IMDB plot summary: ""A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.""",American History X.,Trapped,Vigilante,"""American History X""","""White Squall""","""White Squall""","""White Squall""","""White Squall""",no,no,yes,no,no,no,no
The ancient city of Troy is located in what modern country?,Turkey.,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,yes,yes,yes,yes,yes,yes,yes
"What can be a medieval weapon, a spice, or a Jedi knight (or a pepper spray)",Mace.,Pepper,pepper,Pepper,Pepper,Pepper,pepper,Pepper,no,no,no,no,no,no,no
"John Lloyd Wright, son of famed architect Frank, invented what children's toy?",Lincoln Logs.,Tinkertoy,Tinkertoy,Tinkertoy,Tinkertoy,Tinkertoy,Tinkertoy,Tinkertoy,no,no,no,no,no,no,no
"Cryos, the worlds largest sperm bank, recently announced that they will no longer accept donations from guys with what physical characteristic?",Red hair.,Muscles larger than 12 inches in width,Muscles larger than 95th percentile,Muscles larger than 95th percentile,Muscle dysmorphia,Muscle dysmorphia,muscular build,Muscular build,no,no,no,no,no,no,no
Who sang behind Huey Lewis?,The News.,The Mighty Dollar,T-ara,T-ara,T-Model,No clear answer available.,Tina Weymouth and Billy Joel played on some tracks but not specifically,T-Model Band,no,no,no,yes,no,yes,no
"Named for its chairman, The Warren Commission published its final report on Sept 27, 1965. What event was it seated to investigate?",Assassination of President John F. Kennedy.,Assassination of John F. Kennedy,Assassination of John F. Kennedy,Assassination of John F. Kennedy,Assassination of John F. Kennedy,Assassination of JFK,Assassination of JFK,Assassination of John F. Kennedy,yes,yes,yes,yes,yes,yes,yes
"Lasting from 1299 to 1922, the Ottoman empire roughly corresponds to what modern day country?",Turkey.,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,yes,yes,yes,yes,yes,yes,yes
"In 2001, Dennis Tito paid a reported $20 million to be the first tourist to go where?","Space, on the ISS.",International Space Station,International Space Station,International Space Station,International Space Station,International Space Station,International Space Station,International Space Station,yes,yes,yes,yes,yes,yes,yes
"Oct 5, 1902 saw the birth of Ray Kroc, who started which ubiquitous food source, the most successful fast food operation in the world?",McDonald's.,McDonald's,McDonald's,McDonald's,McDonald's,McDonald's,McDonald's,McDonald's,yes,yes,yes,yes,yes,yes,yes
In what South American country was unrepentant asshat Che Guevara and his band of merry men captured and ultimately executed?,Bolivia.,Bolivia,Bolivia,Bolivia,Bolivia,Bolivia,Cuba,Bolivia,yes,yes,yes,yes,yes,no,yes
Brass is an alloy of what 2 metals?,Copper and zinc.,Copper and zinc,Copper and zinc.,Copper and Zinc,Copper and Zinc,Copper and Zinc,Copper and zinc.,Copper and zinc.,yes,yes,yes,yes,yes,yes,yes
"Prior to carving Mount Rushmore, Gutzon Borglum started work on what Georgia monument, the largest bas relief structure in the world, featuring 3 Civil War leaders, Jefferson Davis, Robert E. Lee, and Stonewall Jackson?",Stone Mountain.,Stone Mountain Monumental Sculpture Project,Stone Mountain Monumental Sculpture Project,Shenandoah Valley Memorials,Stone Mountain Monumental Sculpture,Stone Mountain Monumental Sculpture,Stone Mountain Monumental Sculpture,Stone Mountain Monumental Sculpture,yes,yes,no,yes,yes,yes,yes
"October 7, 1952 saw the birth of what former president, and current prime minister, of Russia?","Vladimir Putin was born October 7, 1952.",Dmitry Medvedev,Vladimir Putin,Vladimir Putin,Vladimir Putin,Vladimir Putin,Vladimir Putin,Dmitry Medvedev,no,no,no,no,no,no,no
"For a point each, name the 4 countries surrounding Georgia","Turkey, Russia, Azerbaijan, Armenia.","Armenia, Azerbaijan, Russia, Turkey","Turkey, Azerbaijan, Russia, Armenia","Armenia, Azerbaijan, Russia, Turkey","Armenia, Azerbaijan, Russia, Turkey","Turkey, Azerbaijan, Russia, Armenia","Armenia, Azerbaijan, Russia, Turkey","Armenia, Azerbaijan, Russia, Turkey",yes,yes,yes,yes,yes,yes,yes
"What successful, no-frills airline is headquartered at Love Field in Dallas, and is one of the few that doesn't charge a baggage handling fee?",Southwest Airlines.,Southwest Airlines,Southwest Airlines,Southwest Airlines,Southwest Airlines,Southwest Airlines,Southwest Airlines,Southwest Airlines,yes,yes,yes,yes,yes,yes,yes
"By congressional resolution, Sam Wilson, of Troy, New York, a meat supplier for the Army during the War of 1812,is recognized as the progenitor of what famous American symbol?",Uncle Sam.,Liberty Enlightening the World,Liberty Enlightening the World,Liberty Enlightening the World,Liberty Enlightening the World,Liberty Enlightening the World,Liberty Enlightening the World,Liberty Enlightening the World statue,yes,yes,yes,yes,yes,yes,yes
"Two all beef patties, special sauce, lettuce, cheese, pickles, onions on a sesame seed bun describes what?",Big Mac.,Hamburger,I am 100% sure it is a Big Mac.,McDonald'sburger,Hamburger,Big Mac,Big Mac,Cheeseburger,no,yes,yes,no,yes,yes,no
"In what middle east harbor was the destroyer USS Cole attacked by suicide bombers in 2000, resulting in 56 casualties?","Aden, Yemen harbor.",Aden Harbor,Aden港,Aden Harbor,Aden港,Aden港,Aden港,Aden港,yes,yes,yes,yes,yes,yes,yes
"Featuring the Trouble Alert, at what Metropolis location did the Super Friends congregate in the 1970s animated show The Super Friends?",The Hall of Justice.,Metropolis Police Station,Metropolis Police Station,Metropolis Police Station,Metropolis Police Station,Metropolis Police Station,Central City Police Station,Metropolis Police Station,yes,yes,yes,yes,yes,yes,yes
"What kind of singing, from the Italian for Manner of the Church, features singers without any musical accompaniment?",A cappella.,Gregorian chant,Gregorian chant,Plainchant,Vocal declamation or Canto a cappella,Cantata,Vocal declamation or canto arie serali,Vocal declamation or Canto arie serali,no,no,no,yes,no,no,no
"What device uses radio waves bounced off of objects to identify their range, altitude, direction, and speed?",Radar device.,RADAR,RADAR,RADAR,RADAR,RADAR,RADAR,RADAR,yes,yes,yes,yes,yes,yes,yes
In what Virginia town is the Central Intelligence Agency located?,Langley.,Langley,Langley,Langley,Langley,Langley,Langley,Langley,yes,yes,yes,yes,yes,yes,yes
What were the names of the ships Christopher Columbus sailed on his maiden voyage to the New World?,"Santa Maria, Pinta, and Nina.","Santa María, Niña, Pinta","Santa María, Niña, Pinta","Santa María, Niña, Pinta","Santa María, Niña, Pinta","Santa Maria, Niña, Pinta","Santa María, Niña, Pinta","Santa María, Niña, Pinta",yes,yes,yes,yes,yes,yes,yes
"Waiting over 200 years to finally be ratified, the 27th amendment to the US constitution states that congressional pay raises cannot take effect until what?",The next election for representatives.,until after an election,until after an election.,until after an election.,until after an election.,Until after an election.,until after an election.,Until after an election.,yes,yes,yes,yes,yes,yes,yes
"Introduced in the US in 1967, what candy advertises itself with the slogan “It’s a juicy contradiction”?",Now and Later candies.,Skittles,Skittles,Skittles,Skittles,Skittles,Skittles,Skittles,no,no,no,no,no,no,no
"Popular for their chicken wings and the skimpy attire of their wait staff, what food chain operated a now-defunct airline from 2003 until 2006?",Hooters.,Wingspire,Wingsarette,Wings n Things,Wings n Things,Wingspire (likely referring to Wingstop),Wings n Things,Wingspire,no,no,no,no,no,no,no
